FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F0275,DEL-BLR,Delhi,Bengaluru,2026-08-14,95,Boeing 737,290,273,4250610,3947852
F0276,BOM-SIN,Mumbai,Singapore,2026-01-30,194,ATR 72,72,68,907596,710862
F0277,DEL-DXB,Delhi,Dubai,2026-12-13,156,Airbus A321,290,253,4324529,2810267
F0278,HYD-MAA,Hyderabad,Chennai,2026-10-08,191,Airbus A321,290,229,3763844,3597223
F0279,BOM-DEL,Mumbai,Delhi,2026-10-28,159,Boeing 737,290,274,4798014,3087461
F0280,BOM-SIN,Mumbai,Singapore,2026-09-30,107,ATR 72,72,70,832510,523145
F0281,HYD-MAA,Hyderabad,Chennai,2026-05-14,175,Boeing 737,220,161,952476,824421
F0282,DEL-DXB,Delhi,Dubai,2026-08-09,68,Airbus A320,220,170,2445620,2386255
F0283,BLR-HYD,Bengaluru,Hyderabad,2026-11-13,104,ATR 72,72,42,498666,376018
F0284,HYD-MAA,Hyderabad,Chennai,2026-12-03,296,ATR 72,72,36,493344,436314
F0285,BOM-DEL,Mumbai,Delhi,2026-08-21,155,ATR 72,72,36,321516,198033
F0286,BOM-DEL,Mumbai,Delhi,2026-08-23,167,Boeing 787,220,124,1242108,1158722
F0287,DEL-BLR,Delhi,Bengaluru,2026-05-28,254,Airbus A320,189,127,1673098,1447820
F0288,DEL-BLR,Delhi,Bengaluru,2026-07-09,284,Boeing 787,220,99,721017,502544
F0289,MAA-BOM,Chennai,Mumbai,2026-08-30,110,Boeing 737,180,134,1205598,1315595
F0290,DEL-BLR,Delhi,Bengaluru,2026-07-20,214,Boeing 737,290,143,2241382,1814330
F0291,CCU-DEL,Kolkata,Delhi,2026-07-22,268,ATR 72,72,37,279942,219293
F0292,DEL-DXB,Delhi,Dubai,2026-09-27,178,ATR 72,72,54,854334,569828
F0293,HYD-MAA,Hyderabad,Chennai,2026-03-05,294,Airbus A320,189,171,2234286,1714324
F0294,HYD-MAA,Hyderabad,Chennai,2026-04-16,96,Airbus A321,189,93,765204,701119
F0295,CCU-DEL,Kolkata,Delhi,2026-09-16,168,ATR 72,72,58,292552,226771
F0296,DEL-BLR,Delhi,Bengaluru,2026-02-04,280,Airbus A321,180,139,2301145,1794993
F0297,BLR-HYD,Bengaluru,Hyderabad,2026-12-30,163,Airbus A321,189,151,2170625,1735460
F0298,BOM-SIN,Mumbai,Singapore,2026-05-22,123,Boeing 737,180,93,1630104,1414891
F0299,BOM-SIN,Mumbai,Singapore,2026-04-17,274,Boeing 787,290,244,1647000,1444973
F0300,HYD-MAA,Hyderabad,Chennai,2026-01-26,127,Boeing 787,189,142,1745322,1404505
F0301,HYD-MAA,Hyderabad,Chennai,2026-01-28,89,ATR 72,72,52,269880,205510
F0302,MAA-BOM,Chennai,Mumbai,2026-09-23,117,ATR 72,72,42,560448,481610
F0303,BLR-HYD,Bengaluru,Hyderabad,2026-07-21,68,Boeing 787,220,185,3284860,2178846
F0304,DEL-DXB,Delhi,Dubai,2026-03-18,141,Airbus A320,189,124,1339324,1441066
F0305,HYD-MAA,Hyderabad,Chennai,2026-03-15,281,Boeing 787,180,146,1660750,1558287
F0306,HYD-MAA,Hyderabad,Chennai,2026-01-18,283,Boeing 737,180,82,845092,919349
F0307,CCU-DEL,Kolkata,Delhi,2026-12-27,237,Airbus A320,189,133,1542401,1382871
F0308,DEL-BLR,Delhi,Bengaluru,2026-06-09,232,Boeing 737,180,137,1391098,1432156
F0309,BOM-SIN,Mumbai,Singapore,2026-06-17,225,Airbus A321,189,130,1321450,1403382
F0310,BOM-DEL,Mumbai,Delhi,2026-01-19,270,Airbus A321,180,119,2023952,1548555
F0311,BOM-SIN,Mumbai,Singapore,2026-07-10,145,Airbus A321,220,146,972944,754314
F0312,BLR-HYD,Bengaluru,Hyderabad,2026-09-03,190,Boeing 737,290,209,2669348,2902986
F0313,DEL-BLR,Delhi,Bengaluru,2026-03-25,201,Boeing 787,220,155,634105,407322
F0314,BLR-HYD,Bengaluru,Hyderabad,2026-06-01,263,Boeing 737,290,165,1338150,952231
F0315,CCU-DEL,Kolkata,Delhi,2026-11-07,124,ATR 72,72,62,445470,421860
F0316,BOM-SIN,Mumbai,Singapore,2026-06-14,286,Boeing 737,290,209,1277199,841659
F0317,CCU-DEL,Kolkata,Delhi,2026-06-17,150,Airbus A321,220,173,1716852,1413772
F0318,BLR-HYD,Bengaluru,Hyderabad,2026-11-06,64,Boeing 787,189,125,2149125,1485176
F0319,DEL-DXB,Delhi,Dubai,2026-09-20,241,Boeing 787,290,216,1422576,1561196
F0320,DEL-DXB,Delhi,Dubai,2026-02-16,103,Airbus A321,180,125,1567500,1045006
F0321,DEL-DXB,Delhi,Dubai,2026-09-16,248,Boeing 737,189,140,1087660,982055
F0322,BOM-DEL,Mumbai,Delhi,2026-11-09,200,Boeing 737,220,190,810540,747759
F0323,BLR-HYD,Bengaluru,Hyderabad,2026-09-27,235,Boeing 787,290,157,664738,651083
F0324,CCU-DEL,Kolkata,Delhi,2026-11-26,170,Airbus A321,189,130,1544920,929938
F0325,MAA-BOM,Chennai,Mumbai,2026-02-12,173,Boeing 737,220,102,1808766,1616828
F0326,HYD-MAA,Hyderabad,Chennai,2026-12-23,63,Airbus A320,180,104,842192,814270
F0327,DEL-DXB,Delhi,Dubai,2026-06-14,215,Airbus A321,290,142,723774,540587
F0328,BOM-DEL,Mumbai,Delhi,2026-03-09,196,Boeing 737,290,264,1219152,1136436
F0329,BOM-DEL,Mumbai,Delhi,2026-08-22,206,Boeing 787,290,285,4165560,3084782
F0330,HYD-MAA,Hyderabad,Chennai,2026-05-06,155,ATR 72,72,34,484568,523117
F0331,DEL-BLR,Delhi,Bengaluru,2026-07-20,195,Boeing 737,189,143,781638,827783
F0332,CCU-DEL,Kolkata,Delhi,2026-06-24,236,Airbus A320,290,284,1605736,1470720
F0333,CCU-DEL,Kolkata,Delhi,2026-10-26,89,Boeing 737,290,197,1704838,1803744
F0334,CCU-DEL,Kolkata,Delhi,2026-03-11,121,Airbus A321,220,211,3771625,2979487
F0335,DEL-DXB,Delhi,Dubai,2026-10-27,107,Airbus A321,290,230,2190980,1440623
F0336,MAA-BOM,Chennai,Mumbai,2026-02-14,199,Boeing 737,180,119,1442637,1252065
F0337,HYD-MAA,Hyderabad,Chennai,2026-06-29,167,Boeing 737,220,158,1767546,1398086
F0338,MAA-BOM,Chennai,Mumbai,2026-12-10,83,Boeing 737,180,154,623546,543283
F0339,CCU-DEL,Kolkata,Delhi,2026-10-12,80,Airbus A321,220,161,926877,762730
F0340,MAA-BOM,Chennai,Mumbai,2026-09-24,71,Airbus A321,290,195,1453920,1287123
F0341,BOM-SIN,Mumbai,Singapore,2026-09-14,104,Boeing 787,189,127,1655445,1639904
F0342,BOM-SIN,Mumbai,Singapore,2026-12-23,190,Airbus A321,180,90,1197720,1056592
F0343,MAA-BOM,Chennai,Mumbai,2026-10-14,271,Airbus A320,189,165,1949145,1222552
F0344,BLR-HYD,Bengaluru,Hyderabad,2026-04-16,285,Airbus A321,189,180,1616220,1684637
F0345,MAA-BOM,Chennai,Mumbai,2026-10-19,129,Boeing 737,220,156,1379196,1080177
F0346,BOM-SIN,Mumbai,Singapore,2026-04-08,210,Boeing 737,189,189,3057075,2729592
F0347,DEL-BLR,Delhi,Bengaluru,2026-07-09,120,Airbus A321,290,182,742014,555468
F0348,BLR-HYD,Bengaluru,Hyderabad,2026-04-05,139,Boeing 787,180,120,1521600,1663185
F0349,DEL-BLR,Delhi,Bengaluru,2026-08-27,149,Airbus A321,189,103,923704,876659
F0350,BOM-SIN,Mumbai,Singapore,2026-10-17,115,Airbus A320,189,157,1673620,1438529
F0351,DEL-DXB,Delhi,Dubai,2026-08-19,148,Boeing 787,290,188,1640300,1608010
F0352,CCU-DEL,Kolkata,Delhi,2026-04-16,204,ATR 72,72,55,838585,831866
F0353,BLR-HYD,Bengaluru,Hyderabad,2026-10-22,133,Boeing 737,180,85,432735,312828
F0354,MAA-BOM,Chennai,Mumbai,2026-06-27,179,Airbus A321,189,85,1148775,1238186
F0355,BOM-SIN,Mumbai,Singapore,2026-05-26,232,Boeing 737,220,196,2749292,1737990
F0356,DEL-BLR,Delhi,Bengaluru,2026-08-16,100,ATR 72,72,51,671211,493808
F0357,BOM-DEL,Mumbai,Delhi,2026-04-24,94,ATR 72,72,37,659229,448152
F0358,DEL-BLR,Delhi,Bengaluru,2026-10-19,275,ATR 72,72,60,280920,234610
F0359,BOM-SIN,Mumbai,Singapore,2026-05-31,188,ATR 72,72,46,658168,563660
F0360,MAA-BOM,Chennai,Mumbai,2026-11-19,272,ATR 72,72,65,1161420,1040577
F0361,BOM-DEL,Mumbai,Delhi,2026-10-27,176,Airbus A321,180,93,1296699,938539
F0362,BLR-HYD,Bengaluru,Hyderabad,2026-11-12,272,Airbus A321,290,262,2161238,1587342
F0363,BOM-DEL,Mumbai,Delhi,2026-11-02,175,Airbus A320,180,177,3155379,2674335
F0364,BOM-SIN,Mumbai,Singapore,2026-03-27,97,Airbus A320,180,157,1754632,1607473
F0365,CCU-DEL,Kolkata,Delhi,2026-04-18,182,Boeing 787,290,150,1185450,911782
F0366,HYD-MAA,Hyderabad,Chennai,2026-12-08,215,Boeing 787,290,260,2314780,2513582
F0367,DEL-DXB,Delhi,Dubai,2026-10-24,153,Airbus A320,189,145,2241700,1661430
F0368,HYD-MAA,Hyderabad,Chennai,2026-07-18,198,Airbus A321,290,146,2453384,2202952
F0369,MAA-BOM,Chennai,Mumbai,2026-12-30,254,Boeing 787,290,163,1165287,1216720
F0370,BLR-HYD,Bengaluru,Hyderabad,2026-04-12,200,Airbus A320,290,131,590286,578817
F0371,DEL-BLR,Delhi,Bengaluru,2026-05-01,287,Boeing 787,290,165,1932810,1499219
F0372,MAA-BOM,Chennai,Mumbai,2026-07-31,120,Airbus A321,180,112,1742048,1626998
F0373,CCU-DEL,Kolkata,Delhi,2026-01-07,178,Boeing 787,220,122,1699826,1512467
F0374,BLR-HYD,Bengaluru,Hyderabad,2026-01-05,265,Boeing 737,290,145,1945755,2107153
F0375,DEL-BLR,Delhi,Bengaluru,2026-07-18,239,Boeing 737,189,189,2982987,2414629
F0376,HYD-MAA,Hyderabad,Chennai,2026-11-22,174,Boeing 787,189,150,1009800,748449
F0377,BOM-DEL,Mumbai,Delhi,2026-01-02,273,Boeing 737,189,166,2157502,1452147
F0378,BOM-SIN,Mumbai,Singapore,2026-05-02,85,Airbus A321,290,210,1185240,935913
F0379,CCU-DEL,Kolkata,Delhi,2026-12-22,284,Boeing 737,220,185,2343025,1938296
F0380,CCU-DEL,Kolkata,Delhi,2026-02-23,152,Airbus A320,189,128,1801728,1764450
F0381,BOM-SIN,Mumbai,Singapore,2026-08-08,195,Boeing 737,189,134,1766522,1178903
F0382,BOM-SIN,Mumbai,Singapore,2026-07-06,103,Airbus A321,290,202,3244322,3287988
F0383,DEL-BLR,Delhi,Bengaluru,2026-05-09,67,Boeing 787,290,130,1448980,883955
F0384,DEL-BLR,Delhi,Bengaluru,2026-03-31,150,Boeing 737,290,225,3086325,3324654
F0385,BLR-HYD,Bengaluru,Hyderabad,2026-03-10,174,Airbus A321,180,136,1346400,814805
F0386,MAA-BOM,Chennai,Mumbai,2026-01-29,285,Boeing 737,189,100,1267000,1239117
F0387,DEL-DXB,Delhi,Dubai,2026-07-24,263,ATR 72,72,65,785525,760531
F0388,CCU-DEL,Kolkata,Delhi,2026-01-09,263,Airbus A321,189,141,725586,454080
F0389,DEL-DXB,Delhi,Dubai,2026-06-18,91,Airbus A320,189,188,2543452,2187527
F0390,DEL-BLR,Delhi,Bengaluru,2026-09-10,108,ATR 72,72,65,1105195,750016
F0391,DEL-BLR,Delhi,Bengaluru,2026-08-27,154,Airbus A320,180,127,2088515,1987212
F0392,CCU-DEL,Kolkata,Delhi,2026-12-19,140,Airbus A320,220,180,2895300,3078683
F0393,MAA-BOM,Chennai,Mumbai,2026-06-17,198,Boeing 737,180,123,1315362,1348720
F0394,CCU-DEL,Kolkata,Delhi,2026-08-30,221,Boeing 737,189,145,1696790,1274770
F0395,BOM-DEL,Mumbai,Delhi,2026-09-18,289,Airbus A321,189,133,2260867,1919086
F0396,DEL-BLR,Delhi,Bengaluru,2026-06-10,99,Airbus A321,180,111,466311,430661
F0397,BOM-DEL,Mumbai,Delhi,2026-01-07,249,Boeing 787,220,213,928680,931363
F0398,DEL-DXB,Delhi,Dubai,2026-12-07,163,Airbus A320,290,163,1465859,1245228
F0399,BOM-DEL,Mumbai,Delhi,2026-10-27,129,Boeing 737,290,200,3265200,1960133
F0400,CCU-DEL,Kolkata,Delhi,2026-10-07,136,Airbus A321,220,101,1075852,861194
F0401,HYD-MAA,Hyderabad,Chennai,2026-01-14,254,Boeing 737,290,159,2215347,1794360
F0402,BLR-HYD,Bengaluru,Hyderabad,2026-05-30,242,Airbus A320,290,159,1685559,1372453
F0403,BOM-SIN,Mumbai,Singapore,2026-06-14,244,Airbus A321,189,164,1152920,1256937
F0404,DEL-DXB,Delhi,Dubai,2026-04-01,121,Airbus A320,290,286,1965678,1320424
F0405,BOM-SIN,Mumbai,Singapore,2026-08-11,253,ATR 72,72,47,483536,300719
F0406,DEL-BLR,Delhi,Bengaluru,2026-02-20,84,ATR 72,72,55,273185,282918
F0407,CCU-DEL,Kolkata,Delhi,2026-12-17,168,Airbus A320,290,187,2812854,1938126
F0408,MAA-BOM,Chennai,Mumbai,2026-05-24,228,Airbus A320,189,106,1487604,1438546
F0409,DEL-BLR,Delhi,Bengaluru,2026-11-23,71,Airbus A321,189,104,960128,939090
F0410,BOM-SIN,Mumbai,Singapore,2026-06-10,100,ATR 72,72,50,516150,459357
F0411,DEL-BLR,Delhi,Bengaluru,2026-01-21,251,Boeing 737,290,136,2022184,1624681
F0412,DEL-BLR,Delhi,Bengaluru,2026-01-19,172,Airbus A320,189,178,2728028,2934558
F0413,BOM-SIN,Mumbai,Singapore,2026-04-15,78,ATR 72,72,53,453521,282344
F0414,BOM-DEL,Mumbai,Delhi,2026-10-27,288,Airbus A321,180,122,622932,383572
F0415,MAA-BOM,Chennai,Mumbai,2026-06-17,117,Boeing 737,220,207,2629107,2301513
F0416,DEL-BLR,Delhi,Bengaluru,2026-04-28,201,Boeing 787,220,153,2022966,1298594
F0417,DEL-BLR,Delhi,Bengaluru,2026-05-07,129,Airbus A321,180,98,1106126,1129033
F0418,BOM-SIN,Mumbai,Singapore,2026-11-01,277,Boeing 737,290,269,2677895,2431868
F0419,CCU-DEL,Kolkata,Delhi,2026-06-02,239,ATR 72,72,48,236592,219371
F0420,CCU-DEL,Kolkata,Delhi,2026-09-15,121,Boeing 787,180,103,1101070,887884
F0421,BOM-DEL,Mumbai,Delhi,2026-07-11,81,Airbus A320,180,138,1697676,1500845
F0422,DEL-BLR,Delhi,Bengaluru,2026-03-09,215,Boeing 737,180,174,1264458,1003133
F0423,DEL-DXB,Delhi,Dubai,2026-11-15,297,Boeing 737,180,107,1901497,1323720
F0424,DEL-DXB,Delhi,Dubai,2026-08-15,147,Airbus A321,220,125,1406625,1503765
F0425,BLR-HYD,Bengaluru,Hyderabad,2026-12-27,241,Boeing 737,220,174,792222,704257
F0426,HYD-MAA,Hyderabad,Chennai,2026-03-05,229,Boeing 787,180,165,752400,522686
F0427,BOM-DEL,Mumbai,Delhi,2026-06-13,96,ATR 72,72,45,559755,455120
F0428,CCU-DEL,Kolkata,Delhi,2026-08-12,285,Boeing 737,189,95,611135,535825
F0429,HYD-MAA,Hyderabad,Chennai,2026-07-01,94,Airbus A321,189,152,930696,857664
F0430,BOM-SIN,Mumbai,Singapore,2026-06-18,155,ATR 72,72,42,749028,795369
F0431,DEL-DXB,Delhi,Dubai,2026-05-07,268,Airbus A320,290,261,4284576,3114876
F0432,DEL-DXB,Delhi,Dubai,2026-11-24,110,Boeing 787,189,177,1214928,926315
F0433,BOM-SIN,Mumbai,Singapore,2026-04-04,168,ATR 72,72,46,206908,175579
F0434,DEL-BLR,Delhi,Bengaluru,2026-04-12,183,ATR 72,72,58,734280,655419
F0435,HYD-MAA,Hyderabad,Chennai,2026-04-09,238,Boeing 737,180,180,2217780,1466600
F0436,DEL-BLR,Delhi,Bengaluru,2026-08-01,98,Boeing 787,180,94,747676,619174
F0437,HYD-MAA,Hyderabad,Chennai,2026-01-10,289,Boeing 787,220,195,3408600,2262366
F0438,BOM-DEL,Mumbai,Delhi,2026-08-02,215,Boeing 737,290,216,2580120,2107626
F0439,DEL-DXB,Delhi,Dubai,2026-09-09,153,Boeing 787,220,167,1982624,1603888
F0440,BOM-DEL,Mumbai,Delhi,2026-06-24,265,Airbus A321,220,193,1344438,1021709
F0441,DEL-BLR,Delhi,Bengaluru,2026-08-18,134,Airbus A321,189,138,2433630,2433699
F0442,DEL-BLR,Delhi,Bengaluru,2026-12-27,139,Airbus A321,180,173,1251655,1331911
F0443,MAA-BOM,Chennai,Mumbai,2026-05-02,226,Boeing 737,220,175,1213450,984550
F0444,DEL-BLR,Delhi,Bengaluru,2026-03-01,159,Airbus A321,180,161,882763,671495
F0445,BOM-SIN,Mumbai,Singapore,2026-03-10,212,Airbus A320,180,131,1711908,1134073
F0446,MAA-BOM,Chennai,Mumbai,2026-04-07,276,Airbus A320,180,122,1554524,1684130
F0447,BLR-HYD,Bengaluru,Hyderabad,2026-11-04,157,Boeing 737,290,287,1937250,1319467
F0448,CCU-DEL,Kolkata,Delhi,2026-02-09,171,Boeing 737,220,103,1216636,1118837
F0449,BOM-DEL,Mumbai,Delhi,2026-09-19,89,ATR 72,72,35,417900,266746
F0450,MAA-BOM,Chennai,Mumbai,2026-01-30,81,Boeing 787,220,129,1462215,1091396
F0451,MAA-BOM,Chennai,Mumbai,2026-05-08,89,Airbus A320,180,147,1098384,863087
F0452,CCU-DEL,Kolkata,Delhi,2026-02-12,149,Airbus A321,189,123,971085,927550
F0453,CCU-DEL,Kolkata,Delhi,2026-06-27,215,Airbus A320,220,108,1450764,1154277
F0454,HYD-MAA,Hyderabad,Chennai,2026-06-07,167,Boeing 787,290,274,4676358,3649980
F0455,BOM-SIN,Mumbai,Singapore,2026-02-11,161,Airbus A320,180,111,1956042,1964425
F0456,MAA-BOM,Chennai,Mumbai,2026-07-21,284,ATR 72,72,51,646833,664785
F0457,BOM-DEL,Mumbai,Delhi,2026-09-03,190,ATR 72,72,63,1103445,810567
F0458,BOM-DEL,Mumbai,Delhi,2026-12-20,268,Boeing 787,220,148,1214932,919064
F0459,CCU-DEL,Kolkata,Delhi,2026-02-18,263,ATR 72,72,41,521397,449940
F0460,MAA-BOM,Chennai,Mumbai,2026-02-04,196,Boeing 787,180,105,1431045,988659
F0461,MAA-BOM,Chennai,Mumbai,2026-08-22,136,Airbus A320,180,140,2447900,1950096
F0462,HYD-MAA,Hyderabad,Chennai,2026-03-04,106,Boeing 737,180,127,1574038,1193690
F0463,BOM-SIN,Mumbai,Singapore,2026-05-04,167,Airbus A320,220,207,1508616,1333691
F0464,BOM-SIN,Mumbai,Singapore,2026-03-18,68,ATR 72,72,57,922260,880855
F0465,CCU-DEL,Kolkata,Delhi,2026-03-29,237,Boeing 787,290,217,3304693,2252570
F0466,DEL-DXB,Delhi,Dubai,2026-01-28,283,Boeing 787,180,127,2020951,1973754
F0467,BOM-DEL,Mumbai,Delhi,2026-07-26,264,ATR 72,72,38,591546,600662
F0468,BLR-HYD,Bengaluru,Hyderabad,2026-03-29,137,Boeing 787,220,199,1453297,1476711
F0469,MAA-BOM,Chennai,Mumbai,2026-12-15,256,Boeing 787,180,148,1155880,912220
F0470,HYD-MAA,Hyderabad,Chennai,2026-08-29,299,Airbus A320,180,102,1093236,815104
F0471,MAA-BOM,Chennai,Mumbai,2026-02-06,201,Boeing 737,180,135,1635795,1757668
F0472,BOM-SIN,Mumbai,Singapore,2026-04-30,227,Airbus A321,189,105,1267350,787370
F0473,MAA-BOM,Chennai,Mumbai,2026-12-28,96,Airbus A320,189,166,2182900,1406733
F0474,CCU-DEL,Kolkata,Delhi,2026-02-19,202,Boeing 737,180,170,1878160,1210921
F0475,CCU-DEL,Kolkata,Delhi,2026-11-23,90,Boeing 787,189,165,1683990,1444318
F0476,DEL-BLR,Delhi,Bengaluru,2026-12-12,90,Airbus A320,189,103,1008782,649257
F0477,DEL-DXB,Delhi,Dubai,2026-04-29,189,ATR 72,72,69,631281,559599
F0478,HYD-MAA,Hyderabad,Chennai,2026-01-10,286,Airbus A320,180,173,2279275,1521248
F0479,CCU-DEL,Kolkata,Delhi,2026-11-15,233,Airbus A321,189,154,1346884,1051544
F0480,DEL-DXB,Delhi,Dubai,2026-03-12,103,ATR 72,72,44,373736,270940
F0481,DEL-DXB,Delhi,Dubai,2026-09-02,90,ATR 72,72,72,1216944,1285792
F0482,DEL-BLR,Delhi,Bengaluru,2026-02-16,207,ATR 72,72,56,504392,394118
F0483,HYD-MAA,Hyderabad,Chennai,2026-04-09,226,Boeing 787,220,125,1088125,1055561
F0484,BOM-DEL,Mumbai,Delhi,2026-11-05,184,Boeing 737,189,137,1550155,1531081
F0485,CCU-DEL,Kolkata,Delhi,2026-06-06,249,Airbus A320,220,103,925455,987526
F0486,MAA-BOM,Chennai,Mumbai,2026-04-14,96,Boeing 737,189,174,1955412,1359859
F0487,BOM-SIN,Mumbai,Singapore,2026-12-24,116,Airbus A321,189,157,2057014,1789328
F0488,MAA-BOM,Chennai,Mumbai,2026-02-25,233,Boeing 787,290,265,3894440,2623604
F0489,HYD-MAA,Hyderabad,Chennai,2026-07-26,157,Boeing 787,180,139,2107240,1424065
F0490,DEL-BLR,Delhi,Bengaluru,2026-12-11,237,Airbus A320,180,92,1599420,1500090
F0491,DEL-BLR,Delhi,Bengaluru,2026-08-27,265,Airbus A321,180,134,1106170,905122
F0492,DEL-BLR,Delhi,Bengaluru,2026-06-15,109,Airbus A321,220,124,662904,631621
F0493,BOM-DEL,Mumbai,Delhi,2026-09-27,84,Airbus A321,189,86,1149820,1206406
F0494,DEL-BLR,Delhi,Bengaluru,2026-02-02,156,Airbus A320,220,212,2936412,1845658
F0495,CCU-DEL,Kolkata,Delhi,2026-03-12,170,Airbus A320,290,178,3178902,2412652
F0496,DEL-BLR,Delhi,Bengaluru,2026-08-25,211,Boeing 787,220,138,1416846,1463147
F0497,BOM-SIN,Mumbai,Singapore,2026-04-08,186,Airbus A320,220,165,2386560,1576720
F0498,HYD-MAA,Hyderabad,Chennai,2026-05-21,291,Airbus A320,189,168,2980824,2534536
F0499,CCU-DEL,Kolkata,Delhi,2026-01-04,131,Boeing 787,290,273,1112202,792374
F0500,DEL-DXB,Delhi,Dubai,2026-10-10,70,ATR 72,72,50,594350,418257
F0501,BOM-DEL,Mumbai,Delhi,2026-09-16,151,Airbus A321,180,135,1572480,954363
F0502,DEL-DXB,Delhi,Dubai,2026-05-07,94,Boeing 737,189,121,1934548,1471235
F0503,DEL-DXB,Delhi,Dubai,2026-09-29,234,ATR 72,72,49,647633,574737
F0504,HYD-MAA,Hyderabad,Chennai,2026-08-22,68,Airbus A320,189,97,769210,570643
F0505,BOM-DEL,Mumbai,Delhi,2026-07-08,178,Airbus A320,180,82,953250,585918
F0506,CCU-DEL,Kolkata,Delhi,2026-12-08,290,ATR 72,72,52,602888,406050
F0507,MAA-BOM,Chennai,Mumbai,2026-10-24,166,Boeing 737,220,202,1799820,1579362
F0508,HYD-MAA,Hyderabad,Chennai,2026-04-25,133,Airbus A321,290,213,3357945,3134980
F0509,HYD-MAA,Hyderabad,Chennai,2026-10-11,114,Boeing 787,189,175,1050525,881774
F0510,BOM-DEL,Mumbai,Delhi,2026-10-19,175,Boeing 787,220,152,1923560,1608702
F0511,CCU-DEL,Kolkata,Delhi,2026-03-25,244,Boeing 787,290,192,1116480,813572
F0512,MAA-BOM,Chennai,Mumbai,2026-10-06,267,Airbus A320,180,168,1282680,1316676
F0513,DEL-BLR,Delhi,Bengaluru,2026-07-06,141,Boeing 787,189,157,1313619,1112156
F0514,BOM-DEL,Mumbai,Delhi,2026-01-09,205,Airbus A320,290,235,2017710,1425840
F0515,HYD-MAA,Hyderabad,Chennai,2026-08-09,120,Boeing 787,220,203,1657901,1669323
F0516,BLR-HYD,Bengaluru,Hyderabad,2026-04-30,236,ATR 72,72,58,659924,704710
F0517,DEL-BLR,Delhi,Bengaluru,2026-05-19,125,Airbus A321,290,267,1407624,1383287
F0518,BLR-HYD,Bengaluru,Hyderabad,2026-03-19,90,Airbus A320,180,132,1828728,1280112
F0519,HYD-MAA,Hyderabad,Chennai,2026-09-03,254,Airbus A320,220,189,1147041,1080753
F0520,HYD-MAA,Hyderabad,Chennai,2026-10-13,92,Airbus A320,189,187,2373591,1967084
F0521,BOM-SIN,Mumbai,Singapore,2026-03-27,91,ATR 72,72,69,605061,606930
F0522,CCU-DEL,Kolkata,Delhi,2026-12-30,300,Airbus A321,189,152,1469536,1120306
F0523,MAA-BOM,Chennai,Mumbai,2026-10-31,118,ATR 72,72,69,954201,1002671
F0524,DEL-DXB,Delhi,Dubai,2026-04-07,129,Boeing 787,220,146,716130,706198
F0525,HYD-MAA,Hyderabad,Chennai,2026-12-27,209,ATR 72,72,66,283206,179445
F0526,BOM-DEL,Mumbai,Delhi,2026-12-28,199,Airbus A320,220,159,2454165,2018688
F0527,BOM-SIN,Mumbai,Singapore,2026-12-15,276,Boeing 787,189,144,693072,688394
F0528,BOM-DEL,Mumbai,Delhi,2026-03-15,140,Boeing 737,180,165,1378575,1435427
F0529,CCU-DEL,Kolkata,Delhi,2026-01-30,217,Airbus A321,220,129,1719957,1209382
F0530,BOM-SIN,Mumbai,Singapore,2026-03-25,237,ATR 72,72,52,604968,437081
F0531,DEL-DXB,Delhi,Dubai,2026-11-13,210,Airbus A320,220,103,705138,730596
F0532,MAA-BOM,Chennai,Mumbai,2026-09-16,173,Airbus A320,290,237,3055404,3049837
F0533,BOM-DEL,Mumbai,Delhi,2026-12-17,105,ATR 72,72,70,491400,429112
F0534,DEL-BLR,Delhi,Bengaluru,2026-12-06,281,Airbus A321,180,130,2266160,1838214
F0535,CCU-DEL,Kolkata,Delhi,2026-05-24,160,ATR 72,72,70,1033200,650362
F0536,HYD-MAA,Hyderabad,Chennai,2026-12-24,240,Airbus A321,290,198,3553110,3724511
F0537,HYD-MAA,Hyderabad,Chennai,2026-03-14,94,Boeing 787,180,81,760995,581736
F0538,HYD-MAA,Hyderabad,Chennai,2026-01-28,199,Airbus A320,189,183,2733105,2483355
F0539,BOM-SIN,Mumbai,Singapore,2026-05-11,286,Airbus A320,189,111,1625373,1239062
F0540,BLR-HYD,Bengaluru,Hyderabad,2026-09-21,67,Boeing 787,290,187,935187,837133
F0541,DEL-DXB,Delhi,Dubai,2026-04-28,180,Airbus A320,180,143,2480764,1548615
F0542,MAA-BOM,Chennai,Mumbai,2026-06-27,286,ATR 72,72,59,933557,824154
F0543,BOM-SIN,Mumbai,Singapore,2026-09-19,60,Boeing 737,290,212,2377368,2129335
F0544,BLR-HYD,Bengaluru,Hyderabad,2026-04-07,280,Airbus A320,180,179,722265,463185
F0545,MAA-BOM,Chennai,Mumbai,2026-01-13,79,Airbus A320,220,160,786720,826286
F0546,BOM-SIN,Mumbai,Singapore,2026-12-31,209,Boeing 737,189,103,1796217,1818753
F0547,BLR-HYD,Bengaluru,Hyderabad,2026-10-05,291,Boeing 737,180,102,1807644,1097852
F0548,DEL-DXB,Delhi,Dubai,2026-10-18,118,Airbus A320,220,205,2286980,1581668
F0549,BOM-SIN,Mumbai,Singapore,2026-01-02,291,Airbus A320,220,102,895152,572608
